source1_entity_id	candidate_entity_id	ann_rank
S1-879276752	S3-118900462	6
S1-879276752	S3-22893646	7
S1-879276752	S2-600269096	8
S1-879276752	S2-45152585	9
S1-879276752	S3-46984290	10
S1-879276752	S2-78754231	11
S1-879276752	S3-394530034	12
S1-879276752	S3-283424041	13
S1-879276752	S2-55360685	14
S1-879276752	S3-230992072	15
S1-879276752	S2-422086239	16
S1-879276752	S3-574209807	17
S1-879276752	S2-399356840	18
S1-879276752	S3-58940492	19
S1-879276752	S3-368126269	20
S1-921549539	S3-596285936	1
S1-921549539	S2-553145531	2
S1-921549539	S3-483530074	3
S1-921549539	S2-643739141	4
S1-921549539	S2-321790654	5
S1-921549539	S3-42592734	6
S1-921549539	S2-108231713	7
S1-921549539	S2-343394128	8
S1-921549539	S2-564867854	9
S1-921549539	S2-506145996	10
S1-921549539	S2-933816195	11
S1-921549539	S3-189320525	12
S1-921549539	S2-664921582	13
S1-921549539	S2-894681473	14
S1-921549539	S3-159008835	15
S1-921549539	S2-467285425	16
S1-921549539	S3-787112698	17
S1-921549539	S2-445069280	18
S1-921549539	S3-206247986	19
S1-921549539	S2-464744409	20
S1-906428444	S2-91790174	1
S1-906428444	S2-664348256	2
S1-906428444	S2-321816304	3
S1-906428444	S3-71002681	4
S1-906428444	S3-932095902	5
S1-906428444	S3-129054940	6
S1-906428444	S3-751767229	7
S1-906428444	S2-277011519	8
S1-906428444	S2-273740660	9
S1-906428444	S3-660567879	10
S1-906428444	S2-285178889	11
S1-906428444	S2-622638225	12
S1-906428444	S2-207963101	13
S1-906428444	S2-69354076	14
S1-906428444	S2-2393332	15
S1-906428444	S2-241977763	16
S1-906428444	S2-977500492	17
S1-906428444	S3-441830979	18
S1-906428444	S2-543162698	19
S1-906428444	S3-555979583	20
S1-505333132	S2-238550131	1
S1-505333132	S3-484968993	2
S1-505333132	S3-551152157	3
S1-505333132	S3-342824420	4
S1-505333132	S2-56701045	5
S1-505333132	S2-593222556	6
S1-505333132	S3-870778302	7
S1-505333132	S3-128807743	8
S1-505333132	S2-686606098	9
S1-505333132	S3-259565410	10
S1-505333132	S2-425343958	11
S1-505333132	S2-68033609	12
S1-505333132	S3-442716199	13
S1-505333132	S3-776150705	14
S1-505333132	S2-230777272	15
S1-505333132	S2-514567033	16
S1-505333132	S2-462234842	17
S1-505333132	S2-593496464	18
S1-505333132	S3-191587395	19
S1-505333132	S2-217851413	20
S1-88224713	S3-81333240	1
S1-88224713	S2-155166049	2
S1-88224713	S2-235646267	3
S1-88224713	S3-837208729	4
S1-88224713	S2-762385999	5
S1-88224713	S2-392156427	6
S1-88224713	S2-174716243	7
S1-88224713	S2-97185216	8
S1-88224713	S2-4835138	9
S1-88224713	S2-382153968	10
S1-88224713	S3-489992261	11
S1-88224713	S2-695309881	12
S1-88224713	S2-15430319	13
S1-88224713	S2-968550150	14
S1-88224713	S2-511690158	15
S1-88224713	S2-884802660	16
S1-88224713	S2-422126980	17
S1-88224713	S2-596072370	18
S1-88224713	S2-13817766	19
S1-88224713	S3-869477374	20
S1-136601270	S3-311795383	1
S1-136601270	S3-162285797	2
S1-136601270	S3-443430623	3
S1-136601270	S2-927799360	4
S1-136601270	S3-197481113	5
S1-136601270	S3-615364784	6
S1-136601270	S2-799357183	7
S1-136601270	S3-375860552	8
S1-136601270	S3-325740357	9
S1-136601270	S3-175473447	10
S1-136601270	S3-882270754	11
S1-136601270	S3-336404439	12
S1-136601270	S3-496779288	13
S1-136601270	S2-775581361	14
S1-136601270	S2-861034383	15
S1-136601270	S3-569310164	16
S1-136601270	S2-151129084	17
S1-136601270	S3-459323717	18
S1-136601270	S2-550024501	19
S1-136601270	S2-955149718	20
S1-350234058	S3-90766911	1
S1-350234058	S3-767378063	2
S1-350234058	S3-36988473	3
S1-350234058	S3-244870060	4
S1-350234058	S3-677907217	5
S1-350234058	S2-366563854	6
S1-350234058	S2-700759785	7
S1-350234058	S2-324604671	8
S1-350234058	S2-50259600	9
S1-350234058	S3-278624779	10
S1-350234058	S3-2566816	11
S1-350234058	S2-491231591	12
S1-350234058	S3-298906269	13
S1-350234058	S3-445288345	14
S1-350234058	S2-876452911	15
S1-350234058	S2-925298171	16
S1-350234058	S3-722661109	17
S1-350234058	S2-639990334	18
S1-350234058	S2-848039974	19
S1-350234058	S2-809239208	20
S1-838355310	S2-248722765	1
S1-838355310	S2-58376459	2
S1-838355310	S3-460098477	3
S1-838355310	S2-351731497	4
S1-838355310	S2-199516223	5
S1-838355310	S2-463209795	6
S1-838355310	S3-88103015	7
S1-838355310	S3-56931455	8
S1-838355310	S2-473256269	9
S1-838355310	S3-953048131	10
S1-838355310	S2-307532171	11
S1-838355310	S2-390612511	12
S1-838355310	S2-285865209	13
S1-838355310	S3-809424140	14
S1-838355310	S2-963119533	15
S1-838355310	S3-860615839	16
S1-838355310	S2-66571082	17
S1-838355310	S3-605736626	18
S1-838355310	S2-992703528	19
S1-838355310	S3-778470153	20
S1-155848476	S2-911723717	1
S1-155848476	S2-306873906	2
S1-155848476	S2-45935954	3
S1-155848476	S2-34710413	4
S1-155848476	S3-158661051	5
S1-155848476	S2-609750932	6
S1-155848476	S3-712215184	7
S1-155848476	S3-520890221	8
S1-155848476	S2-718126891	9
S1-155848476	S3-332447188	10
S1-155848476	S2-866920945	11
S1-155848476	S3-464214522	12
S1-155848476	S3-545635191	13
S1-155848476	S3-392791308	14
S1-155848476	S2-848656971	15
S1-155848476	S2-906416555	16
S1-155848476	S2-982705881	17
S1-155848476	S3-39995557	18
S1-155848476	S3-311738671	19
S1-155848476	S2-98725535	20
S1-156380173	S2-954495419	1
S1-156380173	S2-905679603	2
S1-156380173	S2-755422053	3
S1-156380173	S3-713859403	4
S1-156380173	S2-887185373	5
S1-156380173	S3-619292323	6
S1-156380173	S3-56652876	7
S1-156380173	S3-407122206	8
S1-156380173	S3-769310269	9
S1-156380173	S3-623348339	10
S1-156380173	S2-644608444	11
S1-156380173	S2-263500867	12
S1-156380173	S3-885470111	13
S1-156380173	S2-992167266	14
S1-156380173	S2-730086293	15
S1-156380173	S2-695847299	16
S1-156380173	S2-978552425	17
S1-156380173	S3-343199062	18
S1-156380173	S3-46569261	19
S1-156380173	S2-305610565	20
S1-549559960	S2-624803008	1
S1-549559960	S3-763911022	2
S1-549559960	S3-988252212	3
S1-549559960	S2-837508674	4
S1-549559960	S3-806540920	5
S1-549559960	S3-251096685	6
S1-549559960	S3-904091624	7
S1-549559960	S2-985073362	8
S1-549559960	S3-909466656	9
S1-549559960	S3-747829999	10
S1-549559960	S3-551694439	11
S1-549559960	S3-333947293	12
S1-549559960	S2-93630273	13
S1-549559960	S3-805371220	14
S1-549559960	S2-658111099	15
S1-549559960	S2-395485925	16
S1-549559960	S3-579700057	17
S1-549559960	S3-404252532	18
S1-549559960	S3-347646239	19
S1-549559960	S2-859545602	20
S1-897282581	S2-522109781	1
S1-897282581	S3-747124468	2
S1-897282581	S2-812189457	3
S1-897282581	S3-477299562	4
S1-897282581	S3-161251364	5
S1-897282581	S3-662721988	6
S1-897282581	S2-714563219	7
S1-897282581	S2-70267908	8
S1-897282581	S2-474571176	9
S1-897282581	S2-551310161	10
S1-897282581	S2-763073562	11
S1-897282581	S3-60721082	12
S1-897282581	S3-407994123	13
S1-897282581	S2-302993635	14
S1-897282581	S2-971922550	15
S1-897282581	S3-894194324	16
S1-897282581	S3-328972459	17
S1-897282581	S2-756081196	18
S1-897282581	S3-424862575	19
S1-897282581	S2-32635491	20
S1-237739500	S3-148513444	1
S1-237739500	S2-426610533	2
S1-237739500	S2-50944559	3
S1-237739500	S3-797828547	4
S1-237739500	S2-526937765	5
S1-237739500	S2-968225831	6
S1-237739500	S2-900175517	7
S1-237739500	S2-219459357	8
S1-237739500	S3-318978443	9
S1-237739500	S3-444191942	10
S1-237739500	S3-53183173	11
S1-237739500	S2-763394237	12
S1-237739500	S3-832467042	13
S1-237739500	S2-467831840	14
S1-237739500	S3-848739457	15
S1-237739500	S2-637167801	16
S1-237739500	S2-259208666	17
S1-237739500	S2-991115263	18
S1-237739500	S3-745312271	19
S1-237739500	S2-172138939	20
S1-357837082	S2-236157315	1
S1-357837082	S2-65680643	2
S1-357837082	S3-245902676	3
S1-357837082	S2-554702997	4
S1-357837082	S3-809661580	5
S1-357837082	S3-367087550	6
S1-357837082	S2-404043597	7
S1-357837082	S3-485647505	8
S1-357837082	S3-32775096	9
S1-357837082	S3-769128064	10
S1-357837082	S2-191254628	11
S1-357837082	S3-793368324	12
S1-357837082	S2-823498624	13
S1-357837082	S2-56864591	14
S1-357837082	S2-276564623	15
S1-357837082	S3-832667376	16
S1-357837082	S2-532560507	17
S1-357837082	S2-928217268	18
S1-357837082	S2-213124920	19
S1-357837082	S2-256584322	20
S1-292603366	S2-757482340	1
S1-292603366	S2-638471523	2
S1-292603366	S3-77023816	3
S1-292603366	S2-805392241	4
S1-292603366	S3-400590710	5
S1-292603366	S3-157568969	6
S1-292603366	S2-295843240	7
S1-292603366	S2-265190717	8
S1-292603366	S2-335539757	9
S1-292603366	S2-8128821	10
S1-292603366	S3-545495880	11
S1-292603366	S2-877857805	12
S1-292603366	S2-763167034	13
S1-292603366	S2-442883886	14
S1-292603366	S3-422262121	15
S1-292603366	S3-434783863	16
S1-292603366	S3-650275469	17
S1-292603366	S3-748943791	18
S1-292603366	S2-238696766	19
S1-292603366	S3-425559596	20
S1-108246457	S2-463492748	1
S1-108246457	S2-883950674	2
S1-108246457	S3-838268095	3
S1-108246457	S3-122500755	4
S1-108246457	S3-497627704	5
S1-108246457	S3-909392826	6
S1-108246457	S3-850635985	7
S1-108246457	S3-136969820	8
S1-108246457	S2-904054764	9
S1-108246457	S2-269883103	10
S1-108246457	S2-420701117	11
S1-108246457	S3-430344374	12
S1-108246457	S3-704529577	13
S1-108246457	S3-997452786	14
S1-108246457	S2-480776533	15
S1-108246457	S3-844138822	16
S1-108246457	S3-564436732	17
S1-108246457	S2-408031263	18
S1-108246457	S2-895434962	19
S1-108246457	S3-924960984	20
S1-727766958	S3-262641232	1
S1-727766958	S2-489771335	2
S1-727766958	S3-216771625	3
S1-727766958	S2-831127787	4
S1-727766958	S3-445304399	5
S1-727766958	S2-192023362	6
S1-727766958	S3-810946742	7
S1-727766958	S3-885972376	8
S1-727766958	S2-293550369	9
S1-727766958	S2-772218778	10
S1-727766958	S2-196290635	11
S1-727766958	S3-616575919	12
S1-727766958	S3-101901105	13
S1-727766958	S3-303475022	14
S1-727766958	S3-678047773	15
S1-727766958	S2-772242753	16
S1-727766958	S3-329089922	17
S1-727766958	S3-328949510	18
S1-727766958	S3-532635133	19
S1-727766958	S2-534185547	20
S1-719571188	S3-474896355	1
S1-719571188	S2-334991593	2
S1-719571188	S3-886873951	3
S1-719571188	S2-782089641	4
S1-719571188	S2-764812297	5
S1-719571188	S2-406637902	6
S1-719571188	S3-19303679	7
S1-719571188	S3-191589398	8
S1-719571188	S3-223976763	9
S1-719571188	S2-211371128	10
S1-719571188	S2-56118565	11
S1-719571188	S3-587281227	12
S1-719571188	S2-675360154	13
S1-719571188	S2-159228957	14
S1-719571188	S2-520429748	15
S1-719571188	S2-282731259	16
S1-719571188	S3-454491504	17
S1-719571188	S3-335441090	18
S1-719571188	S2-834565907	19
S1-719571188	S3-868737847	20
S1-646393119	S3-886048349	1
S1-646393119	S3-433892033	2
S1-646393119	S2-636746717	3
S1-646393119	S3-465583962	4
S1-646393119	S3-863044285	5
S1-646393119	S2-886726774	6
S1-646393119	S2-937947458	7
S1-646393119	S3-875250701	8
S1-646393119	S3-4282153	9
S1-646393119	S3-712529163	10
S1-646393119	S2-306149665	11
S1-646393119	S3-705783628	12
S1-646393119	S3-153699945	13
S1-646393119	S2-600498993	14
S1-646393119	S3-222416071	15
S1-646393119	S3-994212948	16
S1-646393119	S3-931847594	17
S1-646393119	S2-267370683	18
S1-646393119	S2-439497684	19
S1-646393119	S3-380926264	20
S1-723966103	S3-161755914	1
S1-723966103	S2-399866773	2
S1-723966103	S2-334991974	3
S1-723966103	S3-73180305	4
S1-723966103	S2-833949187	5
S1-723966103	S2-329270451	6
S1-723966103	S2-456188576	7
S1-723966103	S3-20959537	8
S1-723966103	S2-986032797	9
S1-723966103	S2-104693545	10
S1-723966103	S2-866124993	11
S1-723966103	S2-584995877	12
S1-723966103	S3-500082728	13
S1-723966103	S3-778340684	14
S1-723966103	S2-708506918	15
S1-723966103	S2-494378435	16
S1-723966103	S3-386451927	17
S1-723966103	S3-630255903	18
S1-723966103	S3-222009569	19
S1-723966103	S2-298565136	20
S1-76693096	S2-160988895	1
S1-76693096	S3-215540151	2
S1-76693096	S2-78074287	3
S1-76693096	S2-659428065	4
S1-76693096	S3-473388487	5
S1-76693096	S3-322927527	6
S1-76693096	S2-943760335	7
S1-76693096	S2-251325288	8
S1-76693096	S2-494401334	9
S1-76693096	S3-351814363	10
S1-76693096	S3-148277681	11
S1-76693096	S3-569642769	12
S1-76693096	S2-33202802	13
S1-76693096	S3-117684387	14
S1-76693096	S3-932445374	15
S1-76693096	S3-726661825	16
S1-76693096	S2-600048434	17
S1-76693096	S3-460028424	18
S1-76693096	S3-342207353	19
S1-76693096	S3-958097968	20
S1-967724835	S3-178777115	1
S1-967724835	S3-682315461	2
S1-967724835	S2-457310582	3
S1-967724835	S2-962095853	4
S1-967724835	S2-702862740	5
S1-967724835	S2-738646167	6
S1-967724835	S2-736161178	7
S1-967724835	S3-584785197	8
S1-967724835	S3-565182116	9
S1-967724835	S3-472311988	10
S1-967724835	S3-33506386	11
S1-967724835	S3-29522031	12
S1-967724835	S3-21591227	13
S1-967724835	S3-31951789	14
S1-967724835	S2-825779737	15
S1-967724835	S2-548592894	16
S1-967724835	S2-192984750	17
S1-967724835	S2-484698675	18
S1-967724835	S3-940904266	19
S1-967724835	S2-737069751	20
S1-288276341	S3-815540739	1
S1-288276341	S3-446129902	2
S1-288276341	S3-869700909	3
S1-288276341	S3-978666953	4
S1-288276341	S2-945312037	5
S1-288276341	S2-812218481	6
S1-288276341	S3-3745821	7
S1-288276341	S3-892057486	8
S1-288276341	S2-76573418	9
S1-288276341	S2-705606702	10
S1-288276341	S2-666712952	11
S1-288276341	S3-177550157	12
S1-288276341	S2-794797027	13
S1-288276341	S2-824937840	14
S1-288276341	S3-885755975	15
S1-288276341	S2-595440583	16
S1-288276341	S3-886103543	17
S1-288276341	S2-985892535	18
S1-288276341	S3-462792735	19
S1-288276341	S2-711746459	20
S1-887125153	S2-448398036	1
S1-887125153	S3-162884951	2
S1-887125153	S2-378745560	3
S1-887125153	S2-884496187	4
S1-887125153	S2-265480427	5
S1-887125153	S3-84343604	6
S1-887125153	S2-732156111	7
S1-887125153	S2-501205920	8
S1-887125153	S2-271811466	9
S1-887125153	S3-15793908	10
S1-887125153	S3-904697452	11
S1-887125153	S3-794467999	12
S1-887125153	S2-553508595	13
S1-887125153	S3-797105754	14
S1-887125153	S2-134495992	15
S1-887125153	S3-832376670	16
S1-887125153	S2-948570417	17
S1-887125153	S3-246702356	18
S1-887125153	S3-314189165	19
S1-887125153	S3-421657071	20
S1-304029686	S3-270996986	1
S1-304029686	S3-645171149	2
S1-304029686	S2-469411714	3
S1-304029686	S2-948269515	4
S1-304029686	S3-705835200	5
S1-304029686	S2-559075082	6
S1-304029686	S2-99446387	7
S1-304029686	S2-992113715	8
S1-304029686	S2-274935410	9
S1-304029686	S2-192598945	10
S1-304029686	S2-312971370	11
S1-304029686	S2-565138926	12
S1-304029686	S3-434437598	13
S1-304029686	S3-250035689	14
S1-304029686	S3-636521095	15
S1-304029686	S3-119228604	16
S1-304029686	S2-920020015	17
S1-304029686	S2-750663500	18
S1-304029686	S2-818103198	19
S1-304029686	S2-526202437	20
S1-166609944	S2-429123768	1
S1-166609944	S3-91858577	2
S1-166609944	S3-912252220	3
S1-166609944	S2-991673471	4
S1-166609944	S3-189724995	5
S1-166609944	S3-842155482	6
S1-166609944	S3-521423597	7
S1-166609944	S2-320524932	8
S1-166609944	S3-385081448	9
S1-166609944	S2-234264790	10
S1-166609944	S2-225570149	11
S1-166609944	S3-532803408	12
S1-166609944	S3-882160677	13
S1-166609944	S2-953337420	14
S1-166609944	S3-79458542	15
S1-166609944	S2-8478610	16
S1-166609944	S3-788268472	17
S1-166609944	S2-525105261	18
S1-166609944	S2-764551402	19
S1-166609944	S3-19483578	20
S1-178800424	S2-23183100	1
S1-178800424	S2-822476177	2
S1-178800424	S2-976012136	3
S1-178800424	S2-461222022	4
S1-178800424	S3-382021979	5
S1-178800424	S2-85894203	6
S1-178800424	S2-905028320	7
S1-178800424	S3-478503015	8
S1-178800424	S2-645293383	9
S1-178800424	S3-847229892	10
S1-178800424	S3-634634764	11
S1-178800424	S2-304564344	12
S1-178800424	S3-653642215	13
S1-178800424	S3-679732575	14
S1-178800424	S2-422198745	15
S1-178800424	S3-505473877	16
S1-178800424	S2-865476281	17
S1-178800424	S2-802389630	18
S1-178800424	S3-161751693	19
S1-178800424	S2-688153402	20
S1-924630389	S3-10826619	1
S1-924630389	S3-831568644	2
S1-924630389	S2-143853453	3
S1-924630389	S2-576198676	4
S1-924630389	S2-309883521	5
S1-924630389	S2-91059928	6
S1-924630389	S2-82237819	7
S1-924630389	S2-693394606	8
S1-924630389	S3-430907354	9
S1-924630389	S2-345732027	10
S1-924630389	S2-250650664	11
S1-924630389	S2-605909367	12
S1-924630389	S2-70550074	13
S1-924630389	S2-652770866	14
S1-924630389	S2-975791371	15
S1-924630389	S2-669881882	16
S1-924630389	S3-536665874	17
S1-924630389	S3-153132570	18
S1-924630389	S2-653933544	19
S1-924630389	S2-719122872	20
S1-81771195	S3-616109	1
S1-81771195	S2-338811924	2
S1-81771195	S3-939808100	3
S1-81771195	S2-289075444	4
S1-81771195	S2-818465369	5
S1-81771195	S2-906914800	6
S1-81771195	S3-347602720	7
S1-81771195	S3-638647124	8
S1-81771195	S3-101064552	9
S1-81771195	S3-721231590	10
S1-81771195	S2-974192966	11
S1-81771195	S3-2139397	12
S1-81771195	S3-417511679	13
S1-81771195	S2-708861249	14
S1-81771195	S3-754125592	15
S1-81771195	S2-301493798	16
S1-81771195	S3-819107206	17
S1-81771195	S2-166117562	18
S1-81771195	S2-885275037	19
S1-81771195	S3-867409361	20
S1-403692077	S2-129240604	1
S1-403692077	S3-146624645	2
S1-403692077	S2-623470788	3
S1-403692077	S2-58566692	4
S1-403692077	S2-412588774	5
S1-403692077	S3-322041324	6
S1-403692077	S3-51282024	7
S1-403692077	S3-21073933	8
S1-403692077	S2-333431990	9
S1-403692077	S2-94500157	10
S1-403692077	S2-584458449	11
S1-403692077	S3-852258858	12
S1-403692077	S2-802356056	13
S1-403692077	S2-408829379	14
S1-403692077	S3-185419647	15
S1-403692077	S2-639349664	16
S1-403692077	S3-571811546	17
S1-403692077	S2-124660352	18
S1-403692077	S3-649006750	19
S1-403692077	S3-957741248	20
S1-745867296	S3-627672041	1
S1-745867296	S3-993746140	2
S1-745867296	S2-179063295	3
S1-745867296	S3-182426317	4
S1-745867296	S2-658161608	5
S1-745867296	S3-334728928	6
S1-745867296	S3-537216652	7
S1-745867296	S3-104809821	8
S1-745867296	S2-83512401	9
S1-745867296	S2-614273918	10
S1-745867296	S3-860944554	11
S1-745867296	S3-494676989	12
S1-745867296	S3-397746124	13
S1-745867296	S3-132037526	14
S1-745867296	S3-734721792	15
S1-745867296	S2-78814699	16
S1-745867296	S2-427633037	17
S1-745867296	S2-929271205	18
S1-745867296	S2-658580121	19
S1-745867296	S2-830857586	20
S1-671241040	S2-904226109	1
S1-671241040	S3-598233085	2
S1-671241040	S2-884806627	3
S1-671241040	S2-169546802	4
S1-671241040	S3-674802533	5
S1-671241040	S3-557874522	6
S1-671241040	S3-355574645	7
S1-671241040	S3-234527889	8
S1-671241040	S2-708341642	9
S1-671241040	S2-665566304	10
S1-671241040	S3-117696570	11
S1-671241040	S2-491691566	12
S1-671241040	S2-205233574	13
S1-671241040	S2-873652487	14
S1-671241040	S2-452421429	15
S1-671241040	S2-914522286	16
S1-671241040	S2-730036185	17
S1-671241040	S2-96221724	18
S1-671241040	S2-616692014	19
S1-671241040	S2-871445335	20
S1-557991692	S3-853727007	1
S1-557991692	S3-176178171	2
S1-557991692	S2-383186762	3
S1-557991692	S2-724599494	4
S1-557991692	S3-958868482	5
S1-557991692	S2-30212842	6
S1-557991692	S2-93864507	7
S1-557991692	S3-924616214	8
S1-557991692	S2-750950053	9
S1-557991692	S2-269871342	10
S1-557991692	S2-830620166	11
S1-557991692	S2-811870437	12
S1-557991692	S3-803904716	13
S1-557991692	S2-72426788	14
S1-557991692	S2-88682972	15
S1-557991692	S2-129102183	16
S1-557991692	S2-618120731	17
S1-557991692	S2-393771608	18
S1-557991692	S3-711817978	19
S1-557991692	S3-96801085	20
S1-8713989	S2-37189974	1
S1-8713989	S3-58380591	2
S1-8713989	S3-588750081	3
S1-8713989	S3-817876291	4
S1-8713989	S3-611148935	5
S1-8713989	S2-499432666	6
S1-8713989	S2-635583610	7
S1-8713989	S2-827879342	8
S1-8713989	S2-688627209	9
S1-8713989	S2-434838773	10
S1-8713989	S3-950792021	11
S1-8713989	S3-537234125	12
S1-8713989	S3-616879038	13
S1-8713989	S3-551927707	14
S1-8713989	S2-971483233	15
S1-8713989	S3-953918473	16
S1-8713989	S3-191253545	17
S1-8713989	S3-493526205	18
S1-8713989	S2-385143644	19
S1-8713989	S3-635162337	20
S1-945360052	S2-768746975	1
S1-945360052	S3-403273737	2
S1-945360052	S2-146961832	3
S1-945360052	S3-416879878	4
S1-945360052	S3-993303669	5
S1-945360052	S3-846695552	6
S1-945360052	S3-810965900	7
S1-945360052	S3-68697904	8
S1-945360052	S3-368705233	9
S1-945360052	S2-808913509	10
S1-945360052	S3-952155862	11
S1-945360052	S2-337301788	12
S1-945360052	S2-832093180	13
S1-945360052	S3-632833469	14
S1-945360052	S3-513334282	15
S1-945360052	S3-81425366	16
S1-945360052	S3-372181139	17
S1-945360052	S3-758042154	18
S1-945360052	S3-705135135	19
S1-945360052	S3-25301620	20
S1-555242352	S3-884140951	1
S1-555242352	S2-256698756	2
S1-555242352	S2-810626996	3
S1-555242352	S2-739585809	4
S1-555242352	S3-401211198	5
S1-555242352	S3-19788907	6
S1-555242352	S2-664983548	7
S1-555242352	S2-166711048	8
S1-555242352	S3-559606736	9
S1-555242352	S3-975371673	10
S1-555242352	S2-878606392	11
S1-555242352	S2-250921965	12
S1-555242352	S3-678363313	13
S1-555242352	S3-355673339	14
S1-555242352	S2-182153539	15
S1-555242352	S2-822564316	16
S1-555242352	S3-494928925	17
S1-555242352	S2-253027494	18
S1-555242352	S2-86383543	19
S1-555242352	S2-625957024	20
S1-56911061	S3-49524617	1
S1-56911061	S3-632926404	2
S1-56911061	S2-710870005	3
S1-56911061	S3-278205507	4
S1-56911061	S2-689298806	5
S1-56911061	S3-693346245	6
S1-56911061	S3-59816047	7
S1-56911061	S2-147837776	8
S1-56911061	S3-746267711	9
S1-56911061	S2-436037894	10
S1-56911061	S3-705698237	11
S1-56911061	S3-567313662	12
S1-56911061	S3-565685213	13
S1-56911061	S3-518612797	14
S1-56911061	S2-716324872	15
S1-56911061	S2-804281771	16
S1-56911061	S2-152501086	17
S1-56911061	S2-827100214	18
S1-56911061	S2-736839480	19
S1-56911061	S2-185778798	20
S1-270043704	S2-807921453	1
S1-270043704	S3-397763900	2
S1-270043704	S3-966739454	3
S1-270043704	S2-986799548	4
S1-270043704	S3-672241600	5
S1-270043704	S2-254236025	6
S1-270043704	S3-653040877	7
S1-270043704	S2-863779378	8
S1-270043704	S2-409004029	9
S1-270043704	S3-550589896	10
S1-270043704	S2-998765351	11
S1-270043704	S2-181984793	12
S1-270043704	S3-742529899	13
S1-270043704	S2-453039951	14
S1-270043704	S2-979122237	15
S1-270043704	S3-273146399	16
S1-270043704	S2-270180572	17
S1-270043704	S3-581418137	18
S1-270043704	S3-271777941	19
S1-270043704	S3-316312767	20
S1-477515156	S2-154913443	1
S1-477515156	S2-315095658	2
S1-477515156	S3-311437617	3
S1-477515156	S3-979362679	4
S1-477515156	S2-355506337	5
S1-477515156	S3-971250332	6
S1-477515156	S2-109863402	7
S1-477515156	S3-317846724	8
S1-477515156	S2-102941796	9
S1-477515156	S3-817828071	10
S1-477515156	S2-281748218	11
S1-477515156	S3-541003895	12
S1-477515156	S3-585751233	13
S1-477515156	S3-532576288	14
S1-477515156	S2-122941100	15
S1-477515156	S2-850366456	16
S1-477515156	S2-373485138	17
S1-477515156	S2-7086072	18
S1-477515156	S2-152920966	19
S1-477515156	S3-752999552	20
S1-149024193	S3-604630789	1
S1-149024193	S2-186116098	2
S1-149024193	S3-944092249	3
S1-149024193	S3-879279188	4
S1-149024193	S2-412697359	5
S1-149024193	S2-173406703	6
S1-149024193	S3-101035090	7
S1-149024193	S2-554283196	8
S1-149024193	S2-674400471	9
S1-149024193	S3-408484098	10
S1-149024193	S2-166958648	11
S1-149024193	S3-439968418	12
S1-149024193	S3-863750004	13
S1-149024193	S2-211053869	14
S1-149024193	S3-721677516	15
S1-149024193	S2-95770729	16
S1-149024193	S2-888133281	17
S1-149024193	S3-568355971	18
S1-149024193	S2-5755271	19
S1-149024193	S3-471282362	20
S1-625272950	S2-526399876	1
S1-625272950	S3-618327131	2
S1-625272950	S3-440147739	3
S1-625272950	S2-722853810	4
S1-625272950	S2-149744332	5
S1-625272950	S3-3459650	6
S1-625272950	S2-362141473	7
S1-625272950	S3-448594824	8
S1-625272950	S2-497369650	9
S1-625272950	S3-907541611	10
S1-625272950	S3-138666905	11
S1-625272950	S3-491411991	12
S1-625272950	S2-786570750	13
S1-625272950	S3-675533953	14
S1-625272950	S3-551715699	15
S1-625272950	S3-170585444	16
S1-625272950	S2-432568381	17
S1-625272950	S2-748412573	18
S1-625272950	S2-145634817	19
S1-625272950	S3-964806089	20
S1-225124222	S3-538964283	1
S1-225124222	S2-686284157	2
S1-225124222	S2-563632605	3
S1-225124222	S3-512465987	4
S1-225124222	S3-750021563	5
S1-225124222	S3-204894504	6
S1-225124222	S3-13097187	7
S1-225124222	S2-551737593	8
S1-225124222	S3-674949976	9
S1-225124222	S2-461938712	10
S1-225124222	S2-994712105	11
S1-225124222	S2-919769594	12
S1-225124222	S2-931015541	13
S1-225124222	S3-51746846	14
S1-225124222	S2-506662135	15
S1-225124222	S2-616968968	16
S1-225124222	S3-266682273	17
S1-225124222	S3-807456573	18
S1-225124222	S3-996090862	19
S1-225124222	S2-62531931	20
S1-754023472	S2-420202495	1
S1-754023472	S3-616793249	2
S1-754023472	S3-176329043	3
S1-754023472	S2-654200484	4
S1-754023472	S2-496552306	5
S1-754023472	S2-986484904	6
S1-754023472	S2-299227524	7
S1-754023472	S2-824320438	8
S1-754023472	S2-409123572	9
S1-754023472	S2-882256265	10
S1-754023472	S2-163814263	11
S1-754023472	S2-333759959	12
S1-754023472	S3-723980526	13
S1-754023472	S2-773234642	14
S1-754023472	S3-663517623	15
S1-754023472	S3-955395012	16
S1-754023472	S3-441871827	17
S1-754023472	S3-276909895	18
S1-754023472	S3-579540819	19
S1-754023472	S3-869799305	20
S1-302461695	S3-420979078	1
S1-302461695	S2-36747880	2
S1-302461695	S3-816693034	3
S1-302461695	S2-640943219	4
S1-302461695	S2-167823715	5
S1-302461695	S3-293351247	6
S1-302461695	S2-531902253	7
S1-302461695	S2-527013548	8
S1-302461695	S3-199283241	9
S1-302461695	S2-444492920	10
S1-302461695	S3-66681706	11
S1-302461695	S2-883631954	12
S1-302461695	S2-673664504	13
S1-302461695	S3-325139	14
S1-302461695	S2-123029844	15
S1-302461695	S2-139267844	16
S1-302461695	S3-89598493	17
S1-302461695	S3-737624499	18
